doc;page;line;type;source;marg;text
McP_I;045;21;"";"";"Matth. 10,32";"Kaß mann iß⸗ẜatʒies preekſch | Ʒillwaͤkeem / to ghribbu eß attkal iß⸗ẜatʒiet preekſch man- | nu Daͤbbaͤſẜo Taͤhwu ."
McP_I;045;24;"";"";"1. Pet. 3,15";"Mums buhß allaſch ghattaweem buht adbilldeht ick kat- | tram / kaß mums muhſẜu Titʒibu unnd Mahʒibu jauta ."
McP_I;045;27;"";"";"Ap. 2,10";"tam ẜohla taß | Kungs JEſus dohd to Puſſchkaini unnd Krohni tahß | Dſiewibas"
McP_I;046;5;;;"Jer. 38,15; Dan. 6,16";
McP_I;046;8;;;"Act. 5,41";
McP_I;046;17;"";"";"Tit. 1,16";"Tee ẜackahß / Dee- | wu adſieſtohẜchi / bett ar ẜawu Darrbu leeds tee to ."
McP_I;047;7;"";"";"Luc. 1,51";"Deews taß Kungs⸗ißkaiſẜa / kattri laͤppni maͤttahß ẜawas | Ꞩirrds Prahtà / und pa⸗auxtena tohß Saͤmmus ."
McP_I;047;9;"";"";"Pſ. 113,6";"ẜehſch Deews tick auxte / ka Wings us to Saͤm- | mu raͤds / Debbeſẜies und us Semmes"
McP_I;047;14;"";"";"1. Pet. 5,6(?)";"Tapehtʒ ſaͤmmojeteeß lab- | bahk appackſch to ſpehʒighu Deewa⸗Rohku / ka wings | jums par⸗auxtena ẜawà Laikà"
McP_I;048;12;"";"Vom Himmel hoch da komm ich her";"Cantil. Eccl.";"Ock mans wiſẜomilais JEſulins / | Darreeß ẜoͤw ẜchkieſtu miextu Ghulltinju / | Paduſẜehteeß eekſchan mannas Ꞩirrds Wah- | ʒinju / | Ka eß toͤwis muhſcham nhe aismirrſtu"
McP_I;051;8;"";"";"Joh. 3,16";"Tha gir Deews to Paſ- | ẜaul mieļojis / ka Wings ẜawu weenu⸗peedſimmtu Daͤhlu | dehwe / ka wiſẜi tee / kattri eekſchan to titʒ / nhe tohp paſud- | duẜchi / bett to muhſchighu Dſiewoẜchanu dabbu ."
McP_I;051;12;"";"";"Rom. 8,33";"Gir Deews mums ẜa- | wu paſẜchu Daͤhlu eeſchkingkojis / ka tad nhe buhtu Wings | mums ar to wiſẜas leetas ſchkingkojis ? Kaß ghribb nu tohß | Deewa ißraͤdſaͤtus apẜuhdſeht ?"
McP_I;051;16;"";"";"' gl='W̱i̱e̱ns Baͤhrns peedſim̃is eekſchan Bettlehem.";"gir mums liedſa pehtʒ to Meeſ- | ẜu / To Ghraͤko pehtʒ nhe gir taß mums liedſa / ka taß mums | ẜoͤw darritohß liedſa / und attkal naͤßtu py Deewa Wall- | ſtibas ."
McP_I;051;28;"";"";"Pſ. 9+,11";"preeʒajeeß / und tu Semmeh / eſẜi liexma : Taß | Juhris laid kautʒ / und kaß turr eekſchan gir / Laux laid | preeʒajahß / und wiß kaß turr wirrſẜu gir / laid nu teitʒ wiſẜi | Kohki leelohß Meſchohß preekſch to Kunghu / aiſto Wings | nahk | nahk ẜohdiet to Semm"
McP_I;052;1;"";"";"Pſ. 81,2";"to Paſẜaul atpeſtiet / dſeedaht | liexme muhſẜam Deewam / katters muhſẜo Spaͤhx gir ."
McP_I;052;9;"";"";"";"Par tahdu ſchehlighu baggatu Laiku / gir Deewam | Ꞩlawa muhſchighe : Ꞩlawaͤhtʒ eſẜi tu JEſu Chriſt / ka | tu Ʒillwaͤhx peedſimmis eſẜi / no weenas Jumprawas taß | gir teeß / tapehtʒ preeʒajahß to Engeļo Draudſe"
McP_I;052;16;"";"";"";"Nhe bieſtatees / Redſi / eß paſẜluddenu | jums leelu Preeku / katters notix wiſẜeem Ļaudeem . Aiſto | jums gir ẜchodeen taß Peſtitais peedſimmis / katters gir | Chriſtus taß Kungs Dawida Pilly . Vnd to jemmeetees | par Siemu / juhß attraſẜeeta to Baͤhrnu Auties eetietu / | und Ꞩilleh ghulloſchu . To ẜatʒijis taß Engels tudeļļ by | py to wiß Pullx tahß Debbes Draudſibas / tee ẜlaweja | Deewu / ẜatʒidami : Ghohds gir Deewam Auxtumà / | und Meers wirſẜon Semmes / und teem Ʒillwaͤkeem labbs | Prahtʒ ."
McP_I;053;8;"";"";"Col. 2,3";"eekſchan to gir | paſẜlaͤhpta wiſẜa Mannta / wiß Paddohms tahß Ghud- | dribas und Attſiẜchanas"
McP_I;054;5;"";"";"' gl='Von Himmel hoch da etc.";"O Kungs / tu Radditais wiſẜo Leeto / ka eſẜi tu tap- | pis tick ſaͤmms / ka tu teh ghulli us ẜauſẜu Sahl / no kattras | Wehrẜis und Ehſels aͤhd / und jebſche buhtu ta Paſẜaule | ohter teeck tick leela / ar dahrgheem Ackmineem und Sall- | tu ißtaiſẜita / tad buhtu ta tomaͤhr toͤw ļohte maſa / ka ta | toͤw buhtu weens maß Ꞩchuhplietʒ . Taß Ꞩammts und | Sieſcha⸗Drehbes / taß gir rupſch Ꞩeens und Autiņi / us | ko tu leels und baggahts Konings leelijeeß ka tawà Deb- | beſẜes⸗Wallſtibà ."
McP_I;054;18;"";"";"";"Tee Ghannni iß- | bijajahß ļohte"
McP_I;054;21;"";"";"";"Nhe bieſtateeß / es attnaͤſẜu jums leelu Preeku ."
McP_I;054;27;"";"";"Tim. 6,16";"gir taß Kungs / katters tahdà Ghaißmà dſiewo / py | katters nhe weens Ʒillwaͤhx pee eet warr"
McP_I;054;31;;;"Matth. 17,3";
McP_I;055;4;"";"";"Joh. 1,14";"Mehs redſejam | winja Ghohdu / weenu Ghohdu ka ta weenigha peedſimm- | ta Deewa Daͤhla no Taͤhwu / pillu Schaͤlaſtibas unnd | Taißnibas ."
McP_I;055;8;"";"";"Joh. 1,12";"tam dohd wings Waļļu Deewa Baͤhr- | nam tapt"
McP_I;055;14;"";"";"";"ka tee Ghanni / raͤdſaͤdami to ẜwaͤhtu Engheļi / ļohte iß- | bieſtahß"
McP_I;056;1;"";"";"' gl='Nun bitten wir den H. Geiſt.";"O ẜwaͤhtʒ Gharrs / tu auxtakais Eepreeʒenatais | wiſẜahß Baͤhdahß / palliedſi ka mehs nhe bieſtam Kaunu | neds Nahwu / ka eekſchan mums taß Prahts nhe ißbai- | lojahß / kad taß Eenaidneex to dſiewoẜchanu apẜuhdſehs ."
McP_I;056;10;;;"Prov. 8,31";
McP_I;056;15;"";"";"Matth. 25,37";"Nahʒeeta ẜchurr | juhß Ꞩwehtiti / ee⸗manntojeeta nu to Wallſtibu / kattra | jums ẜataiſẜita gir no Eeẜakumu :"
McP_I;056;19;"";"";"' gl='Ein Kindelein ſo loͤbelich / rc.";"O tu ẜall- | dais JEſu Chriſt / katters tu Ʒillwaͤhx pee⸗dſimmis eſẜi / | paſẜarghi mums no tahß Elleß !"
McP_I;056;23;"";"";"";"Nhe bieſteeteeß / ẜacka taß / aiſto redſi / eß | paẜluddenu jums leelu Preeku / katters wiſẜeem Ʒillwaͤ- | keem notix / aiſto jums gir ẜchodeen taß Peſtitais pee- | dſimmis / katters gir Chriſtus no Davida Pils . Vnd taß | buhß jums par Siem / juhß attraſẜeeta to Baͤhrnu Autohß | ee⸗tietu / und ( Staļļa⸗ ) Ꞩilly ghulliẜchu ."
McP_I;056;30;"";"";"";"nhe bieſteteeß / eß paẜluddenu jums | leelu Preeku ."
McP_I;56a;4;"";"2. Petr 3,9; Hes 33,11";"2. Petr. 3,4.; Ez. 33,11.";"Aiſto Deews nhe ghribb / ka wee- | nam Ʒillwaͤkam buhß paſuſtam tapt / winjam nhe patick | nhe weena Ghrehʒeneeka Nahwe / bett to Wings wiß wai- | rahk ghribb / ka wiſẜeem Ʒillwaͤkeem warraͤtu palidſaͤhts | tapt / und tee py Atſieẜchanas tahß Taißnibas nahktu ."
McP_I;56a;9;"";"";"1. Tim. 2,4.; Joh. 3,16.; Gen. 22,18; 1.Tim. 4,10.; 1. Joh. 2,2.";"gir Wings ẜawu weenu peedſimtu Daͤhlu wiſẜai | Paſẜaulei dehwis / ka ʒaur to wiſẜeem[wiſẜi] Ļaudeem[Ļaudis] wirß Sem- | mes ẜwehtiti tohp / und ka Wings buhtu wiſẜo Ʒillwaͤko | Peſtitais / wiß wairahk to / kattri eekſchan to titʒ / und ka | Wings buhtu taß Ꞩaliedſenatais par muhſẜeem / und par | wiſẜas Paſẜaules Ghraͤkeem ."
McP_I;56a;15;"";"";"Eſa. 45,22.; Matth. II,28.";"Att- | greeſeeteeß py mann / tad tapſeeta juhß ẜwaͤhti wiſẜas Paſ- | ẜaules Ghalli / Nahʒeeta ẜchurr py mann wiſẜi / kattri juhß | ap⸗baͤhdenati und noſkummuẜchi eſẜeeta / eß ghribbu jums | attweeghloht / und ee⸗preeʒenaht ."
McP_I;56a;19;"";"";"Tit. 2,12.";"Dee- | wa Mylaͤſtiba atſpiedejuſẜi wiſẜeem Ʒillwaͤkeem"
McP_I;56a;24;"";"";"";"taß Pe- | ſtitais tahß Paſẜaules ."
McP_I;56b;1;"";"Gal. 3,13.";"Gal. 3,13.";"Chriſtus gir | mums peſtijis no tahß Baußles Lahſteem / tapdams par | Lahſtu muhſẜo dehļ ."
McP_I;56b;3;"";"2. Cor. 5,21.";"2. Cor. 5,21.";"Deews gir to / katters | no nhekahdeem Ghraͤkeem ſinnaja / preekſch mums par | Ghraͤkeem darrijis / ka mehß kļuhtam ta Taißniba / kat- | tra preekſch Deewu maxa ."
McP_I;56b;6;"";"1. Joh. 3,8.";"1. Joh. 3,8.";"tapehtʒ gir attſpiedejis | taß Deewa Daͤhls / ka winjam by ta Waͤlla Darrbus iß- | pohſtiet"
McP_I;56b;9;"";"Hoſ. 13,14.";"Hoſ. 13,14.";"Es ghribbu | tohß no Elles peſtiet / und no tahß Nahwes teem palidſeht : | Nahwe / py mann buhß toͤw ap⸗ehſteeß / Elle / toͤw ghrib- | bu es Mehris buht ."
McP_I;56b;13;"";"1. Kor 15,55; 1. Kor 15,57";"1. Cor. 15,55.";"Nahwe kur gir taws Speekis ? Elle kur gir tawa | Vswarreẜchana ? Bett Deewam pateickt / katters mums | to Vswarreẜchanu dewis gir / ʒaur muhſẜu Kunnghu | JEſum Chriſtum ."
McP_I;56b;17;"";"Von Himmel hoch da komm ich her / rc.";"Von Himmel hoch da komm ich her / rc.";"Ꞩchiß Baͤhrns attnaͤß mums wiſẜu Schaͤlaſtibu / | Kattru Deews taß Taͤhws gir ẜataiſẜijis / | Ka mums ar to buhß Debbeſẜies | Dſiewoht nu unde muhſchighe ."
McP_I;057;5;"";"";;"gir ẜchiß Peſtitaiß peedſim- | mis"
McP_I;057;10;"";"1. Tim 1,15-16";"1. Tim. I,15.";"Taß gir teeẜcham teeß / und dahrgs | auxts Wahrds / ka Chriſtus JEſus Paſẜauleh nahʒis | gir / tohß Ghrehʒeneekus ẜwaͤhtus darriet / ſtarrp kat- | treem es taß leelakais ( Ghreʒeneex ) aͤßmu . Bett tapehtʒ | gir mann Schaͤlaſtiba notickuſẜi / ka py mann wiß pirr- | mahk JEſus Chriſtus paraditu wiſẜu Paʒeeẜchanu / par | Mahʒibu teem kattri eekſchan to titʒeht by py muhſchi- | ghas Dſiewoẜchanas ."
McP_I;057;18;"";"Mt 9,13";"Matth. 9,14.";"Eß nhe aͤßmu tohß Taißnus / bett | tohß Ghreʒeneekus aiʒenaht ka teem no Ghraͤkeem att- | ſtahteeß buhß ."
McP_I;057;21;"";"Eſa. 9,6.";"Eſa. 9,6.";"toͤw | weens Baͤhrns pee⸗dſimmis / und toͤw par Daͤhlu dohts"
McP_I;057;23;"";"";;"Ock ! nhe buhtu taß | Baͤhrns mums pee⸗dſimmis / tad buhtam mehß wiſẜi pa- | ſudduẜchi / bett nu / peedaͤrr mums wiſẜeem ta Schaͤla- | ſtiba ."
McP_I;057;30;"";"";;"Juhß attraſ- | ẜeeta to Baͤhrnu Auties ee⸗tietu / und Ꞩilleh ghulloſchu / | to jem- | to jemmeteeß par Siem ."
McP_I;058;11;"";"Matth. 28,19.";"Matth. 28,19.";"Eyta mahʒidami wiſẜus Ļaudis / und Criſtijeeta tohß | eekſchan to Wahrdu tha Taͤhwa / und tha Daͤhla / und | tha Ꞩwaͤhta Gharra / und mahʒeeta tohß turreht wiß / | ko es jums pa⸗wehlejis aͤßmu / und redſi / eß aͤßmu py jums | ick⸗deenas / lieds patt⸗Paſẜaules⸗ghallam ."
McP_I;058;16;"";"Gal. 3,27.";"Gal. 3,27.";"Ʒeek mehß aͤſẜam criſtiti / teek aͤſẜam mehß Chriſtum | apwillkuẜchi"
McP_I;058;20;;;"1. Cor. 10,16.";
McP_I;058;28;"";"Rom. 8,29";"Rom. 8,29";"Aiſto kat- | trus Wings ißredſejeeß gir / tohß gir Wings arridſan | ißtaiſẜijis / ka teem buhß tapt ihten ka winja Daͤhls"
McP_I;058;31;"";"Luc. 24,26";"Luc. 24,26";"und ka JEſus Chriſtus ʒeetis und | mirris | mirris gir / und tha ẜawà Ghohdibà eeghajis"
McP_I;059;1;"";"Act. 14,22.";"Act. 14,22.";"ihten tha | buhß mums arridſan ʒaur dauds unnd daſchadu Nhe- | laim Debbeſẜies ee⸗eet ."
McP_I;059;10;;;"Luc. 16,30.";
McP_I;061;21;"";"";;"Juhß attraſẜeeta to Baͤhrnu"
McP_I;061;22;"";"";;"Autieß ee⸗tietu / und Silleh ghulloſchu ."
McP_I;061;25;"";"";;"Laideeta mums nu no⸗eet us Bettle- | hem / und redſeht / kaß turr gir notitʒis / ka mums taß | Kungs Siņņu gir dehwis ."
McP_I;062;13;"";"";;"Ka tee Ghanni no Lauku us Bettlehem ghajuẜchi / | to Behrninju JEſum attradduẜchi / und ʒitteem Ļaudeem | tahß Leetas arridſan teikuẜchi gir ."
McP_I;062;20;"";"";;"KAd tee Engheļi us Debbes brauʒe / ẜatʒija tee Ghan- | ni ẜawà ſtarrpà : Laideeta mums nu no⸗eet us | Bettlehem / und redſeht / kas tur gir notitʒis / ka | mums taß Kungs Siņņu gir dehwis"
McP_I;063;14;"";"Pſ. 1,1.";"Pſ. 1,1.";"Labb tam / katters nhe ſtaigha Beßdeewigho Run- | nahß / nei ſpeŗŗ us to ʒeļļu to Ghreʒeneeko / nei ẜehſch kurr | tee Mehditaji ẜehſch / bett kam Deewa tha Kungha Bauß- | lis"
McP_I;063;23;"";"Pſ. 18,26.";"Pſ. 18,26.";"Aiſto py teem Labeem eſẜi tu | labbs / und py teem ſchkieſteem eſẜi tu ſchkieſts"
McP_I;063;25;"";"Eſa. 2,3.";"Eſa. 2,3.";"Nah- | ʒeeta / eima mehs us tha Kungha Kallnu / Deewa Nam- | mà / ka Wings mums mahʒa ẜawas Ꞩohļas / und mehs | ſtaigham us winja Ʒeļļu"
McP_I;064;8;;;"Tob. 7.; 1. Sam. 1,20; Gen. 35,11.";
McP_I;064;13;"";"Pſ. 77,3.";"Pſ. 77,3.";"Manna Dwehſẜele nhe ghrib- | bahß lickteeß ee⸗preeʒenateeß ."
McP_I;064;16;"";"Eſa. 51,12.";"Eſa. 51,12.";"eß àßmu juhſẜo Ee⸗preeʒenatais ."
McP_I;064;17;"";"";"Pſ. 85,5.; Pſ. 51,14.";"Ee⸗preeʒini mums / | Deews / muhſẜo Peſtitais / ee⸗preeʒini mann ar tawu | Palliedſeſchanu"
McP_I;064;20;"";"Eſa 66,13.";"Eſa 66,13.";"Es ghribbu jums ee⸗preeʒenaht / ka kahda Mah- | te ẜawu Baͤhrnu ee⸗preeʒena ."
McP_I;064;21;"";"2. Cor. 1,5.";"2. Cor. 1,5.";"Aiſto ka mums tahs ʒee- | ẜchanas Chriſti dauds gir / tha kļuhſtam mehß bagga- | tighe arridſan ee⸗preeʒenati ʒaur Chriſtum"
McP_I;064;26;"";"";"Jer. 23,33.";"ẜcheitan attraſ- | ẜeeta juhß katters gir taß Kungs juhſẜu Taißniba ."
McP_I;064;27;"";"2. Cor. 5,21";"2. Cor. 5,21";"Wings | teeẜcham no nhekahdeem Ghraͤkeem ſinn / bett Deews gir | to muhſẜo dehļ par Ghraͤku darrijis / ka mehs eekſchan | Winju taptam ta Taißniba / kattra preekſch Deewu ma- | xa"
McP_I;065;3;"";"";;"Peſtitaju wiſẜeem Ļaudeem pee⸗dſimmis ."
McP_I;065;3;"";"1. Tim. 2,6.";"1. Tim. 2,6.";"Wings gir | deweeß patʒ wiſẜeem par Attpeſtiſchanu ."
McP_I;065;4;"";"1. Joh. 2,2.";"1. Joh. 2,2.";"Wings gir ta | Ꞩaliedſenaſchana par wiſẜas Paſẜaules Ghraͤkeem ."
McP_I;065;6;"";"Joh. 3,16.";"Joh. 3,16.";"Nhe weenam / kaß eekſchan to titʒ / buhß paſuſtam kļuht / | bett to muſchighu Dſiewoſchanu dabbuit"
McP_I;065;13;"";"";;"Tee nahʒe pee⸗pehẜche"
McP_I;065;18;"";"Mt 11,14; Ps 1,4?";"Matth. 11,7; Pſ. 14,?";"Tahdi Ļaudis gir ka kah- | da Needra / kattra ſchurp und turp no Wehju ẜchaubita"
McP_I;066;5;"";"Lk 14,18-20";"Luc. 14,18.";"Ꞩchiß ẜacka : | eß aͤßmu Tierumu pirrʒis / und mann ja⸗eet / to aprau- | dſiet ; ohtris ẜacka : eß aͤßmu peetʒ juhgus Wehrẜchus pirr- | ʒis / mann ja⸗eet taggadien tohß apraudſiet / treẜch | ẜacka : Mann Ꞩaͤhtà Darrbo ghann / nhe gir mann pat- | tapas Baſniʒà eet ."
McP_I;066;13;"";"";"Pſ. 18,2. & 73,25.";"No | Ꞩirrds dibben eß toͤw mieļo / Kungs / und kad mann toͤw | gir / tad nhe baͤhdajo eß pehtʒ Debbeß und Semmes ."
McP_I;066;27;"";"";"Ap. 19,20.; Pſ. 49,15., Ap. 14,11.";"Elles Duhxny / katters daͤgg muhſchighe ar Ꞩaͤhrahm / | kur tee beßdeewighi ghull ka Ahwis / unh ta muhſchigha | Nahwe kraͤmmt tohß / Tee Duhmi no winjo Mohkahm | ʒeļļaß muhſcho muhſcham / und teem nhe gir Meers nei dee- | nas ney naktieß ."
McP_I;067;4;"";"";"2. Cor. 5,1.; Joh. 14,1.";"wings gir toͤw nopellnijis wee- | nu Nammu / nhe ar Rohkahm taiſẜitu / bett katters muh- | ſchighe gir Debbeſẜies / to Nammu ta Daͤbbaͤſẜo⸗Taͤhwa / | kur dauds Dſiewoẜchanas gir"
McP_I;067;13;"";"";"Herr Gott dich loben.; 2. Cor. 4,17.; 2. Tim. 2,12";"ẜehſch py Deewa | labbas Rohkas / ar wiſẜu Ghodu eekſchan Taͤhwa Wall- | ſtibas : Pehts tawas Nhelaimes nahx muhſchiegs und | par leeke leels Ghohds . Aiſto taß gir teeẜcham teeß / ja | mehs lieds ar Chriſto ʒeeẜcham / tad mehs arridſan liedſe | walldieẜim"
McP_I;067;25;"";"Vom Himmel hoch da komm ich her";"Von Himmel hoch da rc.";"Taß Kungs und Radditais wiſẜo leeto / | Taß gir tappies tiek ſemmiegs / | Ka taß teh ghull ẜawietuẜchà Ꞩeenà / | No kattru Lohps und Eſels aͤhd ."
McP_I;068;7;"";"Vom Himmel hoch da komm ich her";;"Ock mans wiſẜo mieļais Jeſulins / | Darrees toͤw ſchkieſtu miextu Ghulltinju / | Paduſẜehtees mannas Ꞩirrds Mahʒinjà / | Ka eß muhſcham toͤwis nhe aismirrſtu ."
McP_I;068;20;"";"Ps 33,18-19";"Pſ. 33,18.";"aiſto tha | Kungha Atʒis luhkojahß us teem / kattri to bieſtahß / und | us winja Schaͤlaſtibu ʒerre / ka taß winjo Dwehſẜel att- | peſti no Nahwes / und baŗŗo tohß dahrghà Laikà"
McP_I;068;25;"";"Eſa. 66,2.";"Eſa. 66,2.";"Eß usluhko to Nabbaghu / | und kam ẜalauſita Ꞩirrds gir / und kaß bieſtahß par man- | nu Wahrdu ."
McP_I;068;30;"";"Jes. 65,24";"c. 65,24.";"taß notix / pirrms te ẜaux / ghrib- | bu eß adbilldeht / und kad tee wehl runna / ghribbu eß | dſirr- | dſirrdeht ."
McP_I;069;1;"";"Joh. 6,68.";"Joh. 6,68.";"runna Wahrdus tahß | Dſiewibas"
McP_I;069;2;"";"Pſ. 33,4.";"Pſ. 33,4.";"ko Wings ẜohla / to dohd und darra | Wings ."
McP_I;069;4;"";"Jer. 31,20.";"Jer. 31,20.";"Manna Ꞩirrds lauſahs / ka mann buß par toͤw | apſchaͤloteeß ."
McP_I;069;6;"";"Ps 115,13?";"Pſ. 115,12.";"ẜwehti mums py Meeſẜas und Dwehſẜeles / Wings ẜweh- | ti leelus und maſus / und wiſẜus / kattri to bieſtahß ."
McP_I;069;9;"";"Eſa 41,10.";"Eſa 41,10.";"Nhe bieſteeß / eß aͤßmu ar | toͤw / eß usturru toͤw ʒaur to labbu Rohku mannas | Taißnibas ."
McP_I;069;13;"";"";"Pſ. 91,15.; Eſa. 43,2.; Matth 18,20.";"Eß aͤßmu py toͤw Baͤhdahß / Kad tu ʒaur Vh- | deni ey / ghribbu eß py toͤw buht / Kurr diwi jeb trieß | ẜaghajuſchi gir mannà Wahrdà / teh aͤßmu eß widdu | ſtarp teem"
McP_I;069;17;;;"Matth 18,28.";
McP_I;069;24;"";"";;"Tee ißpauda | to Wahrdu / kaß teem no to Bàhrnu by ẜatʒiets"
McP_I;070;5;"";"5. Mose 6,6-7";"Joh. 4,53.; Deut. 6,6.";"ẜchohß Wahrdus buhß toͤw ẜirrdy jemm- | teeß / und taweem Baͤhrneem pareiſe mahʒiet / und no | teem runnaht / tawà Nammà ẜaͤhdadams / jeb us ʒeļļu ee- | dams / kad tu abgulleeß jeb ʒelleeß ."
McP_I;071;1;"";"";;"Ꞩchee Ghanni ẜlaweja und teiʒe Deewu / par wiſ- | ẜu / ko tee by dſirrdejuẜchi und redſejuẜchi ."
McP_I;071;18;"";"";;"Ꞩlawa und Ghods gir Deewam Auxtumà / | Kaß mums ee⸗ſchkinnko ẜawu weenighu | Daͤhlu / | Par to preeʒajahß wiſẜa Chriſtita Draudſe / | Vnd pateitʒ winjam muſchighe"
McP_I;074;2;"";"Der Tag der ist so freudenreich, Z. 8-9";"Der Tag der iſt ſo rc.";"Kaß no- | ticka tick brieniſke ? Deewa Daͤhls no Daͤbbaͤſẜo⸗Wallſti- | bas taß gir Ʒillwaͤhx peedſimmis !"
McP_I;074;7;;;"Dan 9,21.";
McP_I;074;9;;;"Luc 1,26.";
McP_I;074;16;"";"";;"Ghods gir Dee- | wam Auxtumà / und Meers wirß Semmes / und teem | Ʒillwaͤkeem labbs Prahtʒ ."
McP_I;074;23;;;"Matth. 2,16.";
McP_I;075;6;"";"";;"ka Joſeps und Maria brienojahß / und ko taß waͤ- | tʒais Simeon ar to Attraitnu no ẜcho Baͤhrnu runna- | juẜchi ."
McP_I;075;18;"";"";;"Tam nhe by | mirrt / pirms taß to Chriſtum ( to Ꞩwaiditu ) tha Kun- | gha / taß gir / to Peſtitaju JEſum Chriſtum redſejis by ."
McP_I;076;1;;;"Matth. 1,29.";
McP_I;076;9;"";"";;"tam Kungham JEſu debbeſẜies gir Taͤhws / beß Mah- | tes / und wirß Semmes gir winjam Mahte beß Taͤhwu"
McP_I;076;11;;;"Luc. 3,23.";
McP_I;076;25;"";"Syr. 6,37.";"Syr. 6,37.";"apdohma allaſch Deewa | Baußlus / uñ dohma allaſch us winja Wahrdu / taß tawu | Ꞩirrdi pillnighu darries / und toͤw dohß ghuddribu / ka tu | ghribbi"
McP_I;076;28;"";"Ps 77,12-15";"Pſ. 77,12.";"eß | dohmajo us teem Darrbeem tha Kungha / ja eß dohmajo | us taweem pirrmeem Brienumeem / und runnajo no wiſ- | ẜeem taweem Darrbeem / und ẜacku no tawu Ammatu . | Deews / | Deews / taws ʒellſch gir ẜwaͤhtʒ / kur gir tads ſpehʒiegs | Deews / ka tu Deews eſẜi ? Tu eſẜi taß Deews / kaß Brie- | numus darra / tu eſẜi tawu Spaͤhku litʒis reddſeht teem | Ļaudeem ."
McP_I;077;14;"";"";"Pſ. 119,92. 94,19.";"Nhe buhtu taws Wahrds mann ee- | preeʒenajis / eß buhtu ißnieʒis mannà Nhelaimeh / mann | by dauds Baͤhdas mannà Ꞩirrdy / bett tawa Eepreeʒe- | naẜchana ee⸗liexmoja mannu Dwehſẜel ."
McP_I;077;21;"";"";;"Deews gir Ʒillwaͤhx tappis ."
McP_I;077;31;"";"";"Ein Kind geborn zu.; Gelobet ſeyſtu JEſu Chriſt.";"Wings gir mums liedſa pehtʒ to Meeſẜu / To Ghraͤ- | ko pehtʒ | ko pehtʒ nhe gir taß mums liedſa / und kattru wiſẜa Paſẜau- | le nhe aptweŗŗ / taß ghull eekſchan Maria Klehpi / taß gir | weens maß Behrnings tappis / katters wiſẜas Leetas | weens usturr ."
McP_I;078;4;"";"";"Col. 2,9.";"Ta Pillniba tahß Deewibas"
McP_I;078;5;"";"";"Col. 2,9.";"Dſiewo eekſchan Chriſto meeſẜighe"
McP_I;078;9;"";"";"Jer. 31,22.";"Deews raddies jaunu Leetu ."
McP_I;078;9;;;"Auguſtin.";
McP_I;078;13;"";"";;"Brienojeteeß par to leelu Saͤmmoẜchanu"
McP_I;078;14;"";"Lobt Gott ihr Christen alle gleich";"Lobt GOtt ihr Chriſten alle.";"Taß nahk no ẜawa Taͤhwa Kleh- | pi / und tohp maß Behrnings / taß ghull turr nabbags / | kails und plix eekſchan Ꞩillites / taß ee⸗rawi wiſẜu ẜawu | Spaͤhku / tohp ſaͤmms unde maß / und usjaͤmmahß wee- | na Kallpa Ghiemi / taß Radditais wiſẜo Leeto / taß tohp | weens Kallps / und eß par Kunghu / ta warr weena Mai- | na buht !"
McP_I;078;21;"";"Phil 2,6-7";"Phil. 2,6.";"jebſche Deewa Daͤhls | Deewiſkà Ghiemy by / ja Deewam liedſaͤns by / tomaͤhr | gir Wings patʒ ſaͤmmojeeß / und Kallpa⸗Ghiem us ſoͤw | jehmeeß ."
McP_I;078;25;"";"";;"par ẜcho Koninju und ſawu | Wallſtu ."
McP_I;078;27;"";"Lk 1,32-33";;"Deews taß | Kungs dohß tam to Kraͤhſẜlu winja Taͤhwa Dawida / | und wings Konings buhß par to ʒilltu Jacob muhſchi- | ghe / und winja Koninja Wallſtai nhe buhß Ghalls ."
McP_I;079;11;;;"Gen. 7. & 8. v. 22.";
McP_I;079;15;;;"c. 18,32.";
McP_I;079;19;;;"Eſa. 7,14.";
McP_I;079;22;"";"";"c. 53,1.";"Kungs / kaß dſirrd | muhſẜu Mahʒieẜchanu ."
McP_I;079;24;"";"";"Jer. 23,5.";"Deews taß Kungs usmodenahß tam Dawidam taißnu | Aughumu / und tam buhß Koninjam buht / kaß pa⸗reiſe | walldies / und Taißnibu und Teeſẜu Paſẜauleh ʒellß"
McP_I;079;27;"";"";"c. 5,1.";"Eita jehle par | wiſẜahm Eelahm eekſchan Jeruſalem / und lukojeeta / | arrieg juhß Weenu attrohdaht / kaß pareiſe darra / und | pehtʒ tahß Titʒibas dſaͤnnahß ."
McP_I;080;1;;;"1. Cor. 1,23.";
McP_I;080;4;"";"Pſ. 72,8.";"Pſ. 72,8.";"buhß wall- | diet no weenu Juhri ihs ohtram / und no to Vhdeni lieds | Paſẜaules ghallam"
McP_I;080;8;"";"?";"Pſ. 72,8.";"ta aͤſẜoti apẜlaͤhpta Leeta / | kattru nhe wiſẜi / bett daẜch Ʒillwaͤhx tickai titʒejis gir ."
McP_I;080;11;"";"";;"ka ʒaur to Leetu / ka | JEſus Deewa Daͤhls muhſẜo Meeſẜu und Aſẜini us ſoͤw | jehmeeß / und patteeß Ʒillwaͤhx tappis / mehs auxtà Ghoh- | dà ʒaͤllti aͤſẜam / wehl auxtake / nhe ka tee ẜwaͤhti Engheļi :"
