2;1;4;intr;najis;safe;#WERT!;;#WERT!;#WERT!;#WERT!;x;#WERT!;#NAME?
2;54;27;aus2;nopellnijuẜchi;safe;l;;8;35423aus2najuẜchi;323najuẜchi;x;x;#NAME?
2;54;21;aus2;darrijuẜchi;safe;l;;14;25427aus2nopellnijuẜchi;227nopellnijuẜchi;x;x;#NAME?
3;54;2;aus2;darrijuẜchi;safe;l;;11;25421aus2darrijuẜchi;221darrijuẜchi;x;x;#NAME?
1;54;19;aus2;pa⸗mirruẜchi;safe;l;;11;3542aus2darrijuẜchi;32darrijuẜchi;x;x;#NAME?
1;54;20;aus2;krittuẜchi;safe;l;;12;15419aus2pa⸗mirruẜchi;119pa⸗mirruẜchi;x;x;#NAME?
3;54;26;aus2;paſuddis;unsafe;l;;10;15420aus2krittuẜchi;120krittuẜchi;x;x;#NAME?
2;54;2;aus2;runnajis;safe;l;;8;35426aus2paſuddis;326paſuddis;x;x;#NAME?
2;54;29;aus2;aprunnajis;safe;l;;8;2542aus2runnajis;22runnajis;x;x;#NAME?
1;54;20;aus2;usrunnajis;safe;l;;10;25429aus2aprunnajis;229aprunnajis;x;x;#NAME?
2;54;2;aus2;turrejis;safe;l;;10;15420aus2usrunnajis;120usrunnajis;x;x;#NAME?
2;54;31;aus2;nopellnijis;safe;l;;8;2542aus2turrejis;22turrejis;x;x;#NAME?
3;54;8;aus2;darrijis;safe;l;;11;25431aus2nopellnijis;231nopellnijis;x;x;#NAME?
3;54;9;aus2;darrijis;safe;l;;8;3548aus2darrijis;38darrijis;x;x;#NAME?
3;54;17;aus2;usraiẜijis;safe;l;;8;3549aus2darrijis;39darrijis;x;x;#NAME?
2;54;27;aus2;attpeſtijis;safe;l;;10;35417aus2usraiẜijis;317usraiẜijis;x;x;#NAME?
2;54;5;aus2;dabbujis;safe;l;;11;25427aus2attpeſtijis;227attpeſtijis;x;x;#NAME?
3;54;31;aus2;dabbujis;safe;l;;8;2545aus2dabbujis;25dabbujis;x;x;#NAME?
3;54;28;aus2;peedſim-mis;absolute_trash;l;;8;35431aus2dabbujis;331dabbujis;x;x;#NAME?
1;54;6;aus2;tap-pis;absolute_trash;l;;11;35428aus2peedſim-mis;328peedſim-mis;x;0;#NAME?
3;54;25;aus2;ẜcheeß;unsafe;l;;7;1546aus2tap-pis;16tap-pis;x;x;#NAME?
1;54;12;aus2;leelijeeß;safe;l;;6;35425aus2ẜcheeß;325ẜcheeß;x;x;#NAME?
1;55;25;aus2;bijuẜchi;safe;l;;9;15412aus2leelijeeß;112leelijeeß;x;x;#NAME?
3;55;24;aus2;pellnijuẜchi;safe;l;;8;15525aus2bijuẜchi;125bijuẜchi;x;x;#NAME?
1;55;17;aus2;ghraͤkojuẜchi;safe;l;;12;35524aus2pellnijuẜchi;324pellnijuẜchi;x;x;#NAME?
1;55;16;aus2;ee⸗krittuẜchi;safe;l;;13;15517aus2ghraͤkojuẜchi;117ghraͤkojuẜchi;x;x;#NAME?
2;55;14;aus2;notickuẜchas;safe;l;;13;15516aus2ee⸗krittuẜchi;116ee⸗krittuẜchi;x;x;#NAME?
2;55;6;aus2;runnajis;safe;l;;12;25514aus2notickuẜchas;214notickuẜchas;x;x;#NAME?
1;55;22;aus2;redſejis;safe;l;;8;2556aus2runnajis;26runnajis;x;x;#NAME?
3;55;15;aus2;ẜarauſtijis;safe;l;;8;15522aus2redſejis;122redſejis;x;x;#NAME?
2;55;3;aus2;apluhkojis;safe;l;;11;35515aus2ẜarauſtijis;315ẜarauſtijis;x;x;#NAME?
3;55;12;aus2;jehmis;unsafe;l;;10;2553aus2apluhkojis;23apluhkojis;x;x;#NAME?
1;55;3;aus2;peedſimmis;unsafe;l;;6;35512aus2jehmis;312jehmis;x;0;#NAME?
1;55;11;aus2;tappis;unsafe;l;;10;1553aus2peedſimmis;13peedſimmis;x;x;#NAME?
2;55;24;aus2;dehwis;unsafe;l;;6;15511aus2tappis;111tappis;x;x;#NAME?
2;55;4;aus2;nahʒis;unsafe;l;;6;25524aus2dehwis;224dehwis;x;x;#NAME?
1;55;22;aus2;bijeeß;safe;l;;6;2554aus2nahʒis;24nahʒis;x;x;#NAME?
1;56;27;aus2;ghribbejuẜchi;safe;l;;6;15522aus2bijeeß;122bijeeß;x;x;#NAME?
3;56;6;aus2;tehrſejuẜchi;safe;l;;13;15627aus2ghribbejuẜchi;127ghribbejuẜchi;x;x;#NAME?
3;56;12;aus2;ẜaukuẜchi;safe;l;;12;3566aus2tehrſejuẜchi;36tehrſejuẜchi;x;x;#NAME?
1;56;18;aus2;noſkummuẜchi;safe;l;;9;35612aus2ẜaukuẜchi;312ẜaukuẜchi;x;x;#NAME?
1;56;20;aus2;atſpiedejuſẜi;safe;l;;12;15618aus2noſkummuẜchi;118noſkummuẜchi;x;x;#NAME?
2;56;29;aus2;paſuddis;unsafe;l;;13;15620aus2atſpiedejuſẜi;120atſpiedejuſẜi;x;x;#NAME?
1;56;29;aus2;ẜaliedſenajis;safe;l;;8;25629aus2paſuddis;229paſuddis;x;x;#NAME?
1;56;6;aus2;attſpiedejis;safe;l;;13;15629aus2ẜaliedſenajis;129ẜaliedſenajis;x;x;#NAME?
3;56;16;aus2;bijis;safe;l;;12;1566aus2attſpiedejis;16attſpiedejis;x;x;#NAME?
1;56;18;aus2;nopellnijis;safe;l;;5;35616aus2bijis;316bijis;x;x;#NAME?
3;56;24;aus2;nopellnijis;safe;l;;11;15618aus2nopellnijis;118nopellnijis;x;x;#NAME?
3;56;20;aus2;nhenopellnijis;safe;l;;11;35624aus2nopellnijis;324nopellnijis;x;x;#NAME?
1;56;5;aus2;darrijis;safe;l;;14;35620aus2nhenopellnijis;320nhenopellnijis;x;x;#NAME?
1;56;18;aus2;ẜataiſẜijis;safe;l;;8;1565aus2darrijis;15darrijis;x;x;#NAME?
1;56;2;aus2;peſtijis;safe;l;;11;15618aus2ẜataiſẜijis;118ẜataiſẜijis;x;x;#NAME?
1;56;31;aus2;attpeſtijis;safe;l;;8;1562aus2peſtijis;12peſtijis;x;x;#NAME?
2;56;22;aus2;attpeſtijis;safe;l;;11;15631aus2attpeſtijis;131attpeſtijis;x;x;#NAME?
2;56;26;aus2;attpeſtijis;safe;l;;11;25622aus2attpeſtijis;222attpeſtijis;x;x;#NAME?
2;56;30;aus2;attpeſtijis;safe;l;;11;25626aus2attpeſtijis;226attpeſtijis;x;x;#NAME?
1;56;26;aus2;dſimmis;unsafe;l;;11;25630aus2attpeſtijis;230attpeſtijis;x;x;#NAME?
1;56;20;aus2;pee⸗dſimmis;unsafe;l;;7;15626aus2dſimmis;126dſimmis;x;x;#NAME?
1;56;22;aus2;pee⸗dſimmis;unsafe;l;;11;15620aus2pee⸗dſimmis;120pee⸗dſimmis;x;x;#NAME?
1;56;24;aus2;peedſimmis;unsafe;l;;11;15622aus2pee⸗dſimmis;122pee⸗dſimmis;x;x;#NAME?
3;56;28;aus2;mirris;unsafe;l;;10;15624aus2peedſimmis;124peedſimmis;x;x;#NAME?
1;56;15;aus2;dewis;unsafe;l;;6;35628aus2mirris;328mirris;x;x;#NAME?
1;56;10;aus2;dehwis;unsafe;l;;5;15615aus2dewis;115dewis;x;x;#NAME?
1;56;4;aus2;nahʒis;unsafe;l;;6;15610aus2dehwis;110dehwis;x;x;#NAME?
2;56;28;aus2;nahʒis;unsafe;l;;6;1564aus2nahʒis;14nahʒis;x;x;#NAME?
3;56;31;aus2;ẜpeedeeß;unsafe;l;?;6;25628aus2nahʒis;228nahʒis;x;x;#NAME?
1;56;29;aus2;bijeeß;safe;l;;8;35631aus2ẜpeedeeß;331ẜpeedeeß;x;x;#NAME?
2;56;27;aus2;rahdijeeß;safe;l;;6;15629aus2bijeeß;129bijeeß;x;x;#NAME?
1;57;25;aus2;ſudduẜchi;safe;l;;9;25627aus2rahdijeeß;227rahdijeeß;x;x;#NAME?
3;57;7;aus2;rijuẜchi;safe;l;;9;15725aus2ſudduẜchi;125ſudduẜchi;x;x;#NAME?
2;57;12;aus2;darrijuẜchi;safe;l;;8;3577aus2rijuẜchi;37rijuẜchi;x;x;#NAME?
1;57;14;aus2;notickuſẜi;safe;l;;11;25712aus2darrijuẜchi;212darrijuẜchi;x;x;#NAME?
3;57;11;aus2;ußmohdis;unsafe;l;;10;15714aus2notickuſẜi;114notickuſẜi;x;x;#NAME?
2;57;23;aus2;bijis;safe;l;;8;35711aus2ußmohdis;311ußmohdis;x;x;#NAME?
3;57;12;aus2;nopellnijis;safe;l;;5;25723aus2bijis;223bijis;x;x;#NAME?
2;57;9;aus2;rijis;safe;l;;11;35712aus2nopellnijis;312nopellnijis;x;x;#NAME?
2;57;24;aus2;ghraͤkojis;safe;l;;5;2579aus2rijis;29rijis;x;x;#NAME?
2;57;25;aus2;ghraͤkojis;safe;l;;10;25724aus2ghraͤkojis;224ghraͤkojis;x;x;#NAME?
1;57;22;aus2;pee⸗dſimmis;unsafe;l;;10;25725aus2ghraͤkojis;225ghraͤkojis;x;x;#NAME?
1;57;24;aus2;pee⸗dſimmis;unsafe;l;;11;15722aus2pee⸗dſimmis;122pee⸗dſimmis;x;x;#NAME?
1;57;6;aus2;peedſim-mis;absolute_trash;l;;11;15724aus2pee⸗dſimmis;124pee⸗dſimmis;x;x;#NAME?
3;57;19;aus2;pa⸗ẜlehpis;unsafe;l;;11;1576aus2peedſim-mis;16peedſim-mis;x;x;#NAME?
2;57;3;aus2;nomirris;unsafe;l;;10;35719aus2pa⸗ẜlehpis;319pa⸗ẜlehpis;x;x;#NAME?
3;57;5;aus2;noſeedſis;unsafe;l;;8;2573aus2nomirris;23nomirris;x;x;#NAME?
2;57;6;aus2;dehwis;unsafe;l;;9;3575aus2noſeedſis;35noſeedſis;x;x;#NAME?
1;57;11;aus2;nahʒis;unsafe;l;;6;2576aus2dehwis;26dehwis;x;0;#NAME?
1;58;17;aus2;apwillkuẜchi;safe;l;;6;15711aus2nahʒis;111nahʒis;x;x;#NAME?
1;58;14;aus2;pa⸗wehlejis;safe;l;;12;15817aus2apwillkuẜchi;117apwillkuẜchi;x;x;#NAME?
1;58;30;aus2;ißtaiſẜijis;safe;l;;11;15814aus2pa⸗wehlejis;114pa⸗wehlejis;x;x;#NAME?
1;58;31;aus2;ʒeetis;unsafe;l;?;11;15830aus2ißtaiſẜijis;130ißtaiſẜijis;x;x;#NAME?
2;58;11;aus2;pee⸗aͤduẜcheeß;safe;l;;6;15831aus2ʒeetis;131ʒeetis;x;x;#NAME?
3;58;1;aus2;ẜarrghajeeß;safe;l;?;14;25811aus2pee⸗aͤduẜcheeß;211pee⸗aͤduẜcheeß;x;x;#NAME?
1;58;29;aus2;ißredſejeeß;safe;l;?;11;3581aus2ẜarrghajeeß;31ẜarrghajeeß;x;x;#NAME?
1;58;7;aus2;ee⸗ghulldijeeß;safe;l;;11;15829aus2ißredſejeeß;129ißredſejeeß;x;x;#NAME?
3;59;14;peri;kuhruẜchi;safe;l;;14;1587aus2ee⸗ghulldijeeß;17ee⸗ghulldijeeß;x;x;#NAME?
1;59;1;aus2;eeghajis;safe;l;;9;35914perikuhruẜchi;314kuhruẜchi;x;x;#NAME?
1;59;22;aus2;peedſimmis;unsafe;l;;8;1591aus2eeghajis;11eeghajis;x;x;#NAME?
1;59;1;aus2;mirris;unsafe;l;;10;15922aus2peedſimmis;122peedſimmis;x;x;#NAME?
1;60;6;intr;attradduẜchi;safe;l;;6;1591aus2mirris;11mirris;x;x;#NAME?
1;60;5;intr;ghajuẜchi;safe;l;;12;1606intrattradduẜchi;16attradduẜchi;x;x;#NAME?
2;60;26;peri;attradduſẜi;safe;l;;9;1605intrghajuẜchi;15ghajuẜchi;x;x;#NAME?
2;60;17;peri;paẜudduſẜi;safe;l;;11;26026periattradduſẜi;226attradduſẜi;x;x;#NAME?
2;60;15;peri;ghajis;safe;l;;10;26017peripaẜudduſẜi;217paẜudduſẜi;x;x;#NAME?
3;60;17;peri;noʒirrtis;unsafe;l;;6;26015perighajis;215ghajis;x;x;#NAME?
1;60;14;peri;dehwis;unsafe;l;;9;36017perinoʒirrtis;317noʒirrtis;x;x;#NAME?
2;60;13;peri;attraddiß;unsafe;l;;6;16014peridehwis;114dehwis;x;x;#NAME?
3;60;24;peri;ẜatʒijiß;safe;l;;9;26013periattraddiß;213attraddiß;x;x;#NAME?
1;60;13;peri;notitʒiß;unsafe;l;;8;36024periẜatʒijiß;324ẜatʒijiß;x;x;#NAME?
2;61;26;aus1;ißklieduẜchi;safe;l;;8;16013perinotitʒiß;113notitʒiß;x;x;#NAME?
1;61;9;peri;dſirrdejuſchi;safe;l;;12;26126aus1ißklieduẜchi;226ißklieduẜchi;x;x;#NAME?
1;61;11;aus1;dſirrdejuẜchi;safe;l;;13;1619peridſirrdejuſchi;19dſirrdejuſchi;x;x;#NAME?
1;61;23;aus1;dſirrdejuẜchi;safe;l;;13;16111aus1dſirrdejuẜchi;111dſirrdejuẜchi;x;x;#NAME?
1;61;3;peri;redſejuſchi;safe;l;;13;16123aus1dſirrdejuẜchi;123dſirrdejuẜchi;x;x;#NAME?
1;61;10;peri;redſejuſchi;safe;l;;11;1613periredſejuſchi;13redſejuſchi;x;x;#NAME?
1;61;6;peri;ẜatʒijuſchi;safe;l;;11;16110periredſejuſchi;110redſejuſchi;x;x;#NAME?
2;61;3;peri;attradduſẜi;safe;l;;11;1616periẜatʒijuſchi;16ẜatʒijuſchi;x;x;#NAME?
2;61;22;aus1;attradduſẜi;safe;l;;11;2613periattradduſẜi;23attradduſẜi;x;x;#NAME?
2;61;24;aus1;attraddis;unsafe;l;;11;26122aus1attradduſẜi;222attradduſẜi;x;x;#NAME?
2;61;28;aus1;attraddis;unsafe;l;;9;26124aus1attraddis;224attraddis;x;x;#NAME?
3;61;22;aus1;attraddis;unsafe;l;;9;26128aus1attraddis;228attraddis;x;x;#NAME?
2;61;4;peri;ſuddis;unsafe;l;;9;36122aus1attraddis;322attraddis;x;x;#NAME?
3;61;15;aus1;ʒehlis;unsafe;l;;6;2614periſuddis;24ſuddis;x;x;#NAME?
1;61;15;aus1;peedſimmis;unsafe;l;;6;36115aus1ʒehlis;315ʒehlis;x;x;#NAME?
1;61;27;aus1;dehwis;unsafe;l;;10;16115aus1peedſimmis;115peedſimmis;x;x;#NAME?
1;61;13;aus1;litʒis;unsafe;l;;6;16127aus1dehwis;127dehwis;x;x;#NAME?
3;61;17;aus1;litʒis;unsafe;l;;6;16113aus1litʒis;113litʒis;x;x;#NAME?
1;61;26;aus1;notitʒis;unsafe;l;;6;36117aus1litʒis;317litʒis;x;x;#NAME?
3;61;16;aus1;eeghribbejeeß;safe;l;?;8;16126aus1notitʒis;126notitʒis;x;x;#NAME?
3;61;14;aus1;peedſehreeß;unsafe;l;;13;36116aus1eeghribbejeeß;316eeghribbejeeß;x;x;#NAME?
3;61;15;aus1;jauʒeeß;unsafe;l;;11;36114aus1peedſehreeß;314peedſehreeß;x;x;#NAME?
1;62;14;aus1;attradduẜchi;safe;l;;7;36115aus1jauʒeeß;315jauʒeeß;x;x;#NAME?
1;62;7;aus1;juẜchi;safe;l;;12;16214aus1attradduẜchi;114attradduẜchi;x;x;#NAME?
1;62;13;aus1;ghajuẜchi;safe;l;;6;1627aus1juẜchi;17juẜchi;x;x;#NAME?
1;62;3;aus1;dſirrdejuẜchi;safe;l;;9;16213aus1ghajuẜchi;113ghajuẜchi;x;0;#NAME?
1;62;3;aus1;redſejuẜchi;safe;l;;13;1623aus1dſirrdejuẜchi;13dſirrdejuẜchi;x;x;#NAME?
1;62;27;aus2;bijuẜchi;safe;l;;11;1623aus1redſejuẜchi;13redſejuẜchi;x;x;#NAME?
1;62;15;aus1;teikuẜchi;safe;l;;8;16227aus2bijuẜchi;127bijuẜchi;x;x;#NAME?
3;62;13;aus1;ẜaghajuſẜi;safe;l;;9;16215aus1teikuẜchi;115teikuẜchi;x;x;#NAME?
2;62;3;aus1;ẜajehmis;unsafe;l;;10;36213aus1ẜaghajuſẜi;313ẜaghajuſẜi;x;x;#NAME?
1;62;8;aus1;peedſimmis;unsafe;l;;8;2623aus1ẜajehmis;23ẜajehmis;x;x;#NAME?
1;62;23;aus2;dehwis;unsafe;l;;10;1628aus1peedſimmis;18peedſimmis;x;x;#NAME?
1;62;2;aus1;litʒis;unsafe;l;;6;16223aus2dehwis;123dehwis;x;x;#NAME?
1;62;22;aus2;notitʒis;unsafe;l;;6;1622aus1litʒis;12litʒis;x;x;#NAME?
3;62;17;aus1;kuhruẜcheeß;safe;l;;8;16222aus2notitʒis;122notitʒis;x;x;#NAME?
2;63;16;aus2;dſirrdejuẜchi;safe;l;;11;36217aus1kuhruẜcheeß;317kuhruẜcheeß;x;x;#NAME?
2;63;1;aus2;nahkuẜchi;safe;l;;13;26316aus2dſirrdejuẜchi;216dſirrdejuẜchi;x;x;#NAME?
1;63;20;aus2;pa⸗wehlejis;safe;l;;9;2631aus2nahkuẜchi;21nahkuẜchi;x;x;#NAME?
3;63;14;aus1;warrejis;safe;l;;11;16320aus2pa⸗wehlejis;120pa⸗wehlejis;x;x;#NAME?
3;63;6;aus1;redſejis;safe;l;;8;36314aus1warrejis;314warrejis;x;x;#NAME?
3;63;4;aus1;bijis;safe;l;;8;3636aus1redſejis;36redſejis;x;x;#NAME?
3;63;7;aus1;darrijis;safe;l;;5;3634aus1bijis;34bijis;x;x;#NAME?
3;63;5;aus1;dſimmis;unsafe;l;;8;3637aus1darrijis;37darrijis;x;x;#NAME?
3;63;17;aus1;deh-wis;absolute_trash;l;;7;3635aus1dſimmis;35dſimmis;x;x;#NAME?
3;63;9;aus1;notitʒis;unsafe;l;;7;36317aus1deh-wis;317deh-wis;x;x;#NAME?
1;63;13;aus2;mahʒijuẜcheeß;safe;l;;8;3639aus1notitʒis;39notitʒis;x;x;#NAME?
3;63;8;aus1;mahʒeeß;unsafe;l;;13;16313aus2mahʒijuẜcheeß;113mahʒijuẜcheeß;x;x;#NAME?
3;64;30;aus1;attſtahjuẜchi;safe;l;;7;3638aus1mahʒeeß;38mahʒeeß;x;x;#NAME?
2;64;4;aus2;bijuẜchi;safe;l;;13;36430aus1attſtahjuẜchi;330attſtahjuẜchi;x;x;#NAME?
2;64;5;aus2;bijuẜchi;safe;l;;8;2644aus2bijuẜchi;24bijuẜchi;x;x;#NAME?
2;64;5;aus2;bijuẜchi;safe;l;;8;2645aus2bijuẜchi;25bijuẜchi;x;x;#NAME?
3;64;31;aus1;redſejis;safe;l;;8;2645aus2bijuẜchi;25bijuẜchi;x;x;#NAME?
1;64;29;aus2;darrijis;safe;l;;8;36431aus1redſejis;331redſejis;x;x;#NAME?
3;64;3;aus1;ẜatʒijis;safe;l;;8;16429aus2darrijis;129darrijis;x;x;#NAME?
3;64;23;aus1;ẜatʒijis;safe;l;;8;3643aus1ẜatʒijis;33ẜatʒijis;x;x;#NAME?
1;64;15;aus2;noſkum-mis;absolute_trash;l;;8;36423aus1ẜatʒijis;323ẜatʒijis;x;x;#NAME?
3;64;15;aus1;noʒirrtis;unsafe;l;;10;16415aus2noſkum-mis;115noſkum-mis;x;x;#NAME?
2;64;2;aus2;ſteiguſẜcheeß;safe;l;;9;36415aus1noʒirrtis;315noʒirrtis;x;x;#NAME?
2;64;2;aus2;ſteighuſẜcheeß;safe;l;;13;2642aus2ſteiguſẜcheeß;22ſteiguſẜcheeß;x;x;#NAME?
3;64;28;aus1;lickuẜcheeß;safe;l;;14;2642aus2ſteighuſẜcheeß;22ſteighuſẜcheeß;x;x;#NAME?
2;64;21;aus2;Attſtahjeeß;safe;l;?;11;36428aus1lickuẜcheeß;328lickuẜcheeß;x;x;#NAME?
2;64;18;aus2;peewileeß;unsafe;u;?;11;26421aus2Attſtahjeeß;221Attſtahjeeß;x;x;#NAME?
2;64;27;aus2;Steidſeeß;unsafe;l;?;9;26418aus2peewileeß;218peewileeß;x;x;#NAME?
2;64;31;aus2;Steidſeeß;unsafe;u;?;9;26427aus2Steidſeeß;227Steidſeeß;x;x;#NAME?
2;64;25;aus2;ſteixeeß;unsafe;u;;9;26431aus2Steidſeeß;231Steidſeeß;x;x;#NAME?
3;64;22;aus1;lahdejiß;safe;l;;8;26425aus2ſteixeeß;225ſteixeeß;x;x;#NAME?
3;64;32;aus1;dabbujiß;safe;l;;8;36422aus1lahdejiß;322lahdejiß;x;x;#NAME?
1;65;10;aus2;paſuddis;unsafe;l;;8;36432aus1dabbujiß;332dabbujiß;x;x;#NAME?
3;65;28;aus1;mieļajis;safe;l;;8;16510aus2paſuddis;110paſuddis;x;x;#NAME?
3;65;27;aus1;warrejis;safe;l;;8;36528aus1mieļajis;328mieļajis;x;x;#NAME?
3;65;3;aus1;iß⸗ẜatʒijis;safe;l;;8;36527aus1warrejis;327warrejis;x;x;#NAME?
3;65;28;aus1;mieļojis;safe;l;;11;3653aus1iß⸗ẜatʒijis;33iß⸗ẜatʒijis;x;x;#NAME?
1;65;3;aus2;pee⸗dſimmis;unsafe;l;;8;36528aus1mieļojis;328mieļojis;x;x;#NAME?
2;65;12;aus2;dehwis;unsafe;l;;11;1653aus2pee⸗dſimmis;13pee⸗dſimmis;x;x;#NAME?
1;65;22;aus2;jemmeeß;unsafe;l;?;6;26512aus2dehwis;212dehwis;x;x;#NAME?
1;65;4;aus2;deweeß;unsafe;l;?;7;16522aus2jemmeeß;122jemmeeß;x;x;#NAME?
3;66;30;aus1;dſirrdejuẜchi;safe;l;;6;1654aus2deweeß;14deweeß;x;x;#NAME?
3;66;11;aus1;darrijuſchi;safe;l;;13;36630aus1dſirrdejuẜchi;330dſirrdejuẜchi;x;x;#NAME?
2;66;18;aus2;ghajis;safe;l;;11;36611aus1darrijuſchi;311darrijuſchi;x;x;#NAME?
2;66;27;aus2;ghajis;safe;l;;6;26618aus2ghajis;218ghajis;x;x;#NAME?
3;66;31;aus1;ghraͤkojis;safe;l;;6;26627aus2ghajis;227ghajis;x;x;#NAME?
1;66;25;aus2;tappis;unsafe;l;;10;36631aus1ghraͤkojis;331ghraͤkojis;x;x;#NAME?
2;66;29;aus2;mehſis;unsafe;l;;6;16625aus2tappis;125tappis;x;x;#NAME?
2;66;4;aus2;nahʒis;unsafe;l;;6;26629aus2mehſis;229mehſis;x;x;#NAME?
2;66;6;aus2;nahʒis;unsafe;l;;6;2664aus2nahʒis;24nahʒis;x;x;#NAME?
2;66;17;aus2;nahʒis;unsafe;l;;6;2666aus2nahʒis;26nahʒis;x;x;#NAME?
1;66;6;aus2;pirrʒis;unsafe;l;;6;26617aus2nahʒis;217nahʒis;x;x;#NAME?
1;66;8;aus2;pirr-ʒis;absolute_trash;l;;7;1666aus2pirrʒis;16pirrʒis;x;x;#NAME?
3;66;19;aus1;leelijeeß;safe;l;;8;1668aus2pirr-ʒis;18pirr-ʒis;x;x;#NAME?
3;66;20;aus1;minneeß;unsafe;l;;9;36619aus1leelijeeß;319leelijeeß;x;x;#NAME?
2;66;2;aus2;ſteidſeeß;unsafe;l;?;7;36620aus1minneeß;320minneeß;x;x;#NAME?
3;66;12;aus1;jauʒeeß;unsafe;l;;9;2662aus2ſteidſeeß;22ſteidſeeß;x;x;#NAME?
3;67;19;aus1;dſeedajuẜchi;safe;l;;7;36612aus1jauʒeeß;312jauʒeeß;x;x;#NAME?
3;67;8;aus1;ẜahpehjuſẜi;safe;l;;12;36719aus1dſeedajuẜchi;319dſeedajuẜchi;x;x;#NAME?
2;67;19;aus2;attraddis;unsafe;l;;11;3678aus1ẜahpehjuſẜi;38ẜahpehjuſẜi;x;x;#NAME?
3;67;21;aus1;jis;trash;l;;9;26719aus2attraddis;219attraddis;x;x;#NAME?
3;67;27;aus1;dſirrdejis;safe;l;;3;36721aus1jis;321jis;x;x;#NAME?
2;67;30;aus2;mecklejis;safe;l;;10;36727aus1dſirrdejis;327dſirrdejis;x;x;#NAME?
2;67;20;aus2;us⸗wahrejis;safe;l;;9;26730aus2mecklejis;230mecklejis;x;x;#NAME?
1;67;4;aus2;nopellnijis;safe;l;;11;26720aus2us⸗wahrejis;220us⸗wahrejis;x;x;#NAME?
1;67;4;aus2;ustaiſẜijis;safe;l;;11;1674aus2nopellnijis;14nopellnijis;x;x;#NAME?
3;67;23;aus1;ẜatʒijis;safe;l;;11;1674aus2ustaiſẜijis;14ustaiſẜijis;x;x;#NAME?
3;67;2;aus1;dabbujis;safe;l;;8;36723aus1ẜatʒijis;323ẜatʒijis;x;x;#NAME?
2;67;6;aus2;neſẜis;unsafe;l;;8;3672aus1dabbujis;32dabbujis;x;x;#NAME?
2;67;17;aus2;pahr⸗neſẜis;unsafe;l;;6;2676aus2neſẜis;26neſẜis;x;x;#NAME?
2;67;30;aus2;dehwis;unsafe;l;;11;26717aus2pahr⸗neſẜis;217pahr⸗neſẜis;x;x;#NAME?
3;67;20;aus1;ee⸗ghahdajeeß;safe;l;?;6;26730aus2dehwis;230dehwis;x;x;#NAME?
3;67;25;aus1;ee⸗ghahdejeeß;safe;l;?;13;36720aus1ee⸗ghahdajeeß;320ee⸗ghahdajeeß;x;x;#NAME?
1;67;23;aus2;kaunhejeeß;safe;l;?;13;36725aus1ee⸗ghahdejeeß;325ee⸗ghahdejeeß;x;x;#NAME?
3;67;25;aus1;attminnejeeß;safe;l;?;10;16723aus2kaunhejeeß;123kaunhejeeß;x;x;#NAME?
1;67;21;aus2;ſaͤmmojeeß;safe;l;?;12;36725aus1attminnejeeß;325attminnejeeß;x;x;#NAME?
2;68;19;aus2;ſtrahdajuſẜchi;safe;l;;10;16721aus2ſaͤmmojeeß;121ſaͤmmojeeß;x;x;#NAME?
2;68;20;aus2;duẜchi;safe;l;;14;26819aus2ſtrahdajuſẜchi;219ſtrahdajuſẜchi;x;x;#NAME?
2;68;27;aus2;ẜarrghajuẜchi;safe;l;;6;26820aus2duẜchi;220duẜchi;x;x;#NAME?
2;68;27;aus2;ghlabbojuẜchi;safe;l;;13;26827aus2ẜarrghajuẜchi;227ẜarrghajuẜchi;x;x;#NAME?
2;68;18;aus2;bijuſẜi;safe;l;;13;26827aus2ghlabbojuẜchi;227ghlabbojuẜchi;x;x;#NAME?
1;68;8;aus2;Darrees;unsafe;l;;7;26818aus2bijuſẜi;218bijuſẜi;x;x;#NAME?
1;68;4;aus2;ghribbejis;safe;u;;7;1688aus2Darrees;18Darrees;x;x;#NAME?
3;68;24;aus1;bijis;safe;l;;10;1684aus2ghribbejis;14ghribbejis;x;x;#NAME?
3;68;13;aus1;ẜohlijis;safe;l;;5;36824aus1bijis;324bijis;x;x;#NAME?
3;68;28;aus1;nopellnijis;safe;l;;8;36813aus1ẜohlijis;313ẜohlijis;x;x;#NAME?
3;68;3;aus1;darrijis;safe;l;;11;36828aus1nopellnijis;328nopellnijis;x;x;#NAME?
3;68;23;aus1;darrijis;safe;l;;8;3683aus1darrijis;33darrijis;x;x;#NAME?
3;68;10;aus1;ẜatʒijis;safe;l;;8;36823aus1darrijis;323darrijis;x;x;#NAME?
3;68;20;aus1;ẜatʒijis;safe;l;;8;36810aus1ẜatʒijis;310ẜatʒijis;x;x;#NAME?
3;68;23;aus1;ghraͤkojis;safe;l;;8;36820aus1ẜatʒijis;320ẜatʒijis;x;x;#NAME?
3;68;30;aus1;ʒehlis;unsafe;l;;10;36823aus1ghraͤkojis;323ghraͤkojis;x;x;#NAME?
3;68;17;aus1;adſin-nis;absolute_trash;l;;6;36830aus1ʒehlis;330ʒehlis;x;x;#NAME?
3;68;17;aus1;aisleedſis;unsafe;l;;9;36817aus1adſin-nis;317adſin-nis;x;x;#NAME?
3;68;19;aus1;luhdſis;unsafe;l;;10;36817aus1aisleedſis;317aisleedſis;x;x;#NAME?
3;68;17;aus1;teiʒis;unsafe;l;;7;36819aus1luhdſis;319luhdſis;x;x;#NAME?
